siteName,X,Y
Kirkko,423082.294394029,6711394.24516903
Kirkko,369895.906034075,6677042.06745516
Kirkko,274162.156754317,6638683.19529232
Kirkko,388639.138902727,6684644.41002038
Kirkko,359142.863304844,6682271.83295156
Kirkko,357737.078785889,6668082.68111226
Kirkko,456012.180785977,6721294.13007617
Kirkko,337738.275943821,6683212.69144254
Kirkko,437224.181228642,6726225.22636583
Kirkko,408423.525055567,6722997.56334727
Kirkko,328064.960558394,6699525.23107242
Kirkko,379456.929511879,6704595.90895065
Kirkko,431122.990329763,6742095.96592283
Kirkko,229177.109868672,6772383.37100937
Kirkko,215471.419951472,6849840.95474289
Kirkko,273826.361237052,6691566.64102034
Kirkko,220418.382303333,6800961.24406621
Kirkko,217075.525271589,6796730.86514757
Kirkko,237902.070701619,6787392.11602286
Kirkko,257169.153812551,6727448.44738274
Kirkko,346503.295088359,7068200.838222
Kirkko,435995.970966601,7182794.96292032
Kirkko,369641.455770789,7306157.67279856
Kirkko,363696.432917032,7108489.33761481
Kirkko,400558.308932295,7330927.85090065
Kirkko,451938.461590904,7188303.23172818
Kirkko,433094.34081729,7172995.87749573
Kirkko,482723.669848224,7477657.56449307
Kirkko,482632.569760442,7477570.3722408
Kirkko,403680.441203924,7283447.36541575
Kirkko,392634.91013167,7192181.45232762
Kirkko,377884.191383464,7089323.62873926
Kirkko,365392.025879614,7073643.29042664
Kirkko,359532.001188859,6771231.6654357
Kirkko,388269.362261119,7292258.20199552
Kirkko,335764.781536777,7051165.11579388
Kirkko,364569.21430654,7327591.37003166
Kirkko,348589.592645372,7089757.19048902
Kirkko,331415.049195585,7136770.04115964
Kirkko,399806.411620166,7090807.20676125
Kirkko,504643.647215278,7648933.79171384
Tapuli,519460.250259409,7399730.60629937
Kirkko,422744.569349198,7229511.13397921
Kirkko,359008.274634245,7039892.98020438
Kirkko,416861.101723111,7069975.14706658
Kirkko,370148.822570321,7303886.39511054
Kirkko,297598.116103497,6746688.39114799
Kirkko,319032.635879314,6829592.48625991
Kirkko,241377.529155487,6713381.86059567
Kirkko,416384.895969174,7274158.80607506
Kirkko,303098.044773846,6847278.13639713
Kirkko,376405.31570067,7132915.87566384
Kirkko,413842.99902312,7191530.37485255
Kirkko,329042.389957862,7104121.13674942
Kirkko,424196.918150893,7188683.68428816
Kirkko,383716.303891276,7046472.30100272
Kirkko,387774.421948941,7301258.58999265
Kirkko,325465.359193956,7086537.54583835
Kirkko,387929.270658975,7301136.36487122
Tapuli,483700.522038591,7013383.67609634
Kirkko,410449.817603638,7507198.89144166
Kirkko,441753.722450552,7224141.23700616
Kirkko,465403.414083883,7136386.79916743
Kirkko,428354.604778431,7200032.56425656
Kirkko,360554.955894685,7541368.16638486
Kirkko,439633.7983405,7095217.09914045
Kirkko,250796.270589964,6800394.58940712
Kirkko,197890.727440887,6740071.60797501
Kirkko,235646.172619127,6768996.03049271
Kirkko,424426.63088129,6876884.22016465
Kirkko,343884.43967749,6817931.58980156
Kirkko,273347.846646713,6861305.1912308
Kirkko,366050.943051461,6852522.14899357
Kirkko,370536.748315225,6821404.49290221
Kirkko,369532.033416982,6753320.63117477
Kirkko,384561.313277195,6821085.1079121
Kirkko,362997.374975153,6765098.31386163
Kirkko,298335.195633426,6839478.57397543
Kirkko,415354.734395434,6769613.38483203
Kirkko,387433.629450033,6739685.94647529
Kirkko,368694.230898978,6784333.60857318
Kirkko,356620.195667688,6782845.76142015
Kirkko,307698.211652151,6747089.62947709
Kirkko,351618.967414515,7128919.20917371
Kirkko,298208.522973351,6817769.95270232
Kirkko,315328.289279479,6821145.11569769
Kirkko,441993.363177481,6757556.04906775
Kirkko,377733.85315026,6841354.78207872
Kirkko,374650.880393192,6805339.8528131
Kirkko,399607.538347436,6766934.00021299
Kirkko,326085.380718259,6802041.46419054
Kirkko,304755.022447589,6812579.65917152
Kirkko,392826.823911815,6773350.39417461
Kirkko,405364.951751771,6754577.54533354
Kirkko,321856.573683668,6785210.64005597
Kirkko,327751.725671123,6864691.72191231
Kirkko,380755.452088232,6868863.30279912
Kirkko,403056.849229041,6826706.48369736
Kirkko,319108.547121903,6802035.1154828
Kirkko,449660.217270369,7117151.19451896
Kirkko,336809.909317915,7108071.97256825
Kirkko,478965.96438995,7311792.78578765
Kirkko,435413.649442419,7154018.23034076
Kirkko,379746.284434069,7176199.6953679
Kirkko,467085.00560285,7108586.28788086
Kirkko,397788.579308343,7054572.90214885
Kirkko,495286.848563151,7251788.97938839
Tapuli,378274.722815166,7171870.36659021
Kirkko,369965.245338759,7012154.86621703
Kirkko,384076.886416495,7176467.13093216
Kirkko,402916.158633663,7178744.78732181
Kirkko,414216.304886087,7166023.66666902
Kirkko,425340.278675128,7202235.52585012
Kirkko,393703.827173602,7128363.44229845
Kirkko,445093.446061463,7128021.21195844
Kirkko,400583.937016367,7330886.25936649
Kirkko,449673.633259039,6734801.11076943
Kirkko,471932.613776789,7183096.25159388
Kirkko,258414.977198008,6664690.64155207
Kirkko,329374.013077913,6822580.19359174
Kirkko,209159.712647717,6764512.07318921
Turun Linnan kirkko,237496.861667071,6709403.98028167
Kirkko,359765.416303346,6733219.15277239
Kirkko,457249.403755834,6702482.71908431
Kirkko,286113.559789238,6688379.90967026
Kirkko,438925.183465081,7203291.44092167
Kirkko,394451.312959032,6751273.28790556
Kirkko,253641.260034806,6689700.04096137
Kirkko,184402.884484142,6640372.01153867
Kirkko,361746.801983381,7472401.04444248
Kirkko,373065.410681184,6720659.08933687
Kirkko,304846.724482005,6821150.85452956
Kirkko,352802.378004496,6754021.41853154
Kirkko,346872.898567237,6875991.77181992
Kirkko,378458.926730893,6735436.67140291
Kirkko,353717.3039042,6803598.95716736
Kirkko,320733.20933185,6719894.95487423
Kirkko,357662.379682412,6818512.09164209
Kirkko,309211.505489037,6725277.03936654
Kirkko,342400.303146035,6788520.56633008
Kirkko,323890.031870432,6745780.97584974
Kirkko,327318.340586615,6823029.29217903
Tuomiokirkko,328108.168782505,6823020.84389865
Kirkko,370676.803980592,6829518.5113173
Kirkko,326983.204736894,6822484.65303875
Kirkko,331862.963457742,6820866.61238623
Kirkko,332176.899241779,6820731.69984728
Kirkko,333180.410246754,6841814.35853326
Kirkko,381332.224159203,6781013.41438908
Kirkko,313662.612240004,6776721.61797179
Kirkko,364898.083314596,6763014.32805089
Kirkko,327620.81464708,6822606.73818867
Kirkko,292281.838877308,6854880.578942
Kirkko,360358.811996417,6734033.99691323
kaksoisvahtitupa,287993.867909893,7068064.00607378
Asemarakennus,288029.638382449,7067952.9186853
liiteri,287981.804239688,7068037.81140563
liiteri,287992.012594926,7067993.96033139
liiteri,287422.15878732,7071492.38823654
tavaramakasiini,287368.321669912,7071537.94896279
Asemarakennus,287390.519482756,7071519.55270729
Navetta,291169.128156321,7058821.38738201
asemarakennus,291224.499000768,7058826.87626476
kaksoisvahtitupa,291279.671944953,7058895.1123755
kaksoisvahtitupa,291145.850137873,7058790.09375174
Liiteri,291293.854797142,7058914.83836033
Kellari,291201.435374272,7058847.5420583
tavaramakasiini,291268.639005285,7058858.86975258
Sauna,291126.678549885,7058783.97499719
Kellari,291087.947819227,7058760.73972666
kaksoisvahtitupa,291188.588348859,7058823.19701366
Liiteri,291069.848190997,7058737.73440933
Kellari,291115.90123139,7058783.23514778
Sauna,291317.602828714,7058933.15463211
liiteri,291166.456502769,7058813.37901209
Kellari,291314.37045775,7058933.86448762
Navetta,291101.363807897,7058761.45958014
kaksoisvahtitupa,291090.668947845,7058742.75338773
Talousrakennus,416308.45699255,6697023.16036166
Asemarakennus,416306.593431739,6697042.90634242
Tavaramakasiini,416286.580767633,6697028.71923016
Yleisökäymälä,626518.108215115,6844475.11694361
Asemarakennus,626527.013726955,6844436.21486201
Tavaramakasiini,626531.656137293,6844393.34358833
Talousrakennus,626563.740717449,6844458.82026075
Vahtituvan kellari,621351.633242251,6854511.24411903
Yksinkertainen vahtitupa,621370.590438287,6854498.82664657
Vahtituvan sauna,621319.053911438,6854483.1898294
Vahtituvan navetta,621348.310167,6854508.7146339
Tavaramakasiini,308275.280573516,6667412.93743664
Asuinkasarmi,308251.63973792,6667499.68977845
Asemarakennus,308313.920599887,6667363.55748779
Liiteri,308256.282148259,6667520.08562694
Kaksoisvahtitupa,308267.265612861,6667473.63508181
Liiteri,308290.263272602,6667469.57590805
kellari,207923.3719832,6841099.08412529
Veturitalli,208467.036989322,6841114.58097095
Liiteri,207998.046349144,6841121.11964003
Kaksoisvahtitupa,208044.923973967,6841099.49404185
kellari,208015.321392944,6841086.71664266
liiteri,207978.948973755,6841092.71542162
Kirkko,332612.032445277,6723623.5559283
Kirkko,370818.022310005,6744497.88701875
Liiteri,394397.080041097,7128666.62058739
Sauna,394405.103247597,7128608.07250468
Liiteri,394394.804188072,7128650.31390657
Liiteri,394411.63395628,7128749.07380428
Asemarakennus,394446.307731544,7128849.05345371
Kaksoisvahtitupa,394411.106222245,7128638.28635474
Tavaramakasiini,394441.203553925,7128790.24542391
Kaksoisvahtitupa,394414.915802309,7128670.52979168
Liiteri,394405.136230974,7128718.64999695
Kellari,394401.318405065,7128700.25374146
Liiteri,394399.949594912,7128682.0174534
Kaksoisvahtitupa,394431.374507524,7128725.81853782
Sauna,394407.461559066,7128734.69673069
Kellari,394394.449616767,7128636.82665186
käymälä,553885.78438145,7135012.41891854
asuinkasarmi,553915.551879358,7135028.64561565
asuinkasarmi,553953.961022089,7134988.45379658
asuinkasarmi,553874.635999962,7135072.05677943
tavaramakasiini,553794.915177308,7135204.72977423
Asemarakennus,553827.642933319,7135167.38737516
Konttori,553706.305334504,7135187.41329895
liiteri,553848.661590429,7135055.89007012
Asemaravintola,553851.531144244,7135121.85664281
Asuinkasarmi,377139.962706531,6712637.00220944
Liiteri,377138.643371443,6712829.73297965
Liiteri,377153.774495727,6712664.82654588
Asemarakennus,377159.736241153,6712833.14228569
Liiteri,377079.561897063,6712701.55906908
Liiteri,377144.085628679,6712855.37775973
Kaksoisvahtitupa,377159.406407381,6712873.82400505
Asemapäällikön talo,377100.803191969,6712716.59600835
"Asemaravintola, nykyinen käsityökeskus",428506.765343225,7210539.20566018
Asemarakennus,428545.430107129,7210584.44645155
Ratamestarin sauna,304768.388961193,6821168.18100281
Ratamestarin talo,304803.631699714,6821120.92062252
Ratamestarin talousrakennus 1,304774.301231553,6821149.44481651
Navetta,522721.349744958,7149248.0712928
Sauna,522683.8476451,7149274.57589786
Kellari,522711.034193744,7149254.11006362
Asemarakennus,522661.757028231,7149327.97502862
Tavaramakasiini,522889.391805866,7149174.69622808
Navetta,522701.271114097,7149262.29839691
Kaksoisvahtitupa,522724.969670604,7149283.29412329
Käymälä,522647.945239035,7149300.27066777
Vesitorni,522834.845545848,7149202.77051364
Liiteri,522734.881175448,7149238.47324645
Kellari,522672.567330103,7149285.62364912
Navetta,522746.565536815,7149230.08495386
Veturitalli,288122.915373125,7067988.69140387
yksinkertainen vahtitupa,426146.42539688,6760974.64322282
kellari,426052.365050995,6761100.37762995
kellari,426160.682461667,6760961.6458684
liiteri,426068.221809577,6761122.46313451
Vesitorni,426005.223559155,6761067.55431104
tavaramakasiini,427275.405168663,6760963.20555093
asemarakennus,285974.031857905,6752229.56325848
asemapäällikön talo,286012.548196612,6752375.6635202
vesitorni,286040.493362931,6752358.59699404
kellari,286018.757317367,6752405.74739671
liiteri,285894.261560186,6752123.37487282
liiteri,285986.936604229,6752351.76838398
kaksoisvahtitupa,285919.592793863,6752149.7894962
kellari,285902.020899669,6752158.17778879
tavaramakasiini,285995.866853601,6752276.82363877
kaksoisvahtitupa,285905.434679207,6752107.88802512
asemarakennus,514687.621547654,6839441.97142578
Asemarakennus,503519.532491629,6836297.31151218
Talousrakennus,503536.395243214,6836304.66001641
Tavaramakasiini,503509.043777685,6836235.15416413
Liiteri,493658.409756517,6809925.61939361
Yksinkertainen vahtitupa,493612.134078328,6809774.51015146
Liiteri,493642.206672475,6809973.18971081
Liiteri,493595.642389736,6809780.4589406
Liiteri,493597.200854308,6810120.72967948
Kaksoisvahtitupa 1,493647.294358406,6809902.80403761
Tavaramakasiini,493683.724498505,6809680.26933391
Kellari,493618.499870124,6810073.29933379
Asuinkasarmi,493601.051663594,6810086.9565539
Navetta,493653.140662012,6809937.92688846
Kaksoisvahtitupa,493623.40614748,6810014.2613508
Asemarakennus,493658.863277953,6809722.64070934
Vahtituvan talousrakennus 1,305194.492965187,6821189.62663761
Asemapäällikön talo,305112.570502107,6821165.62152378
Vahtitupa,305185.117440223,6821175.88943378
Asemapäällikön kellari,305087.577348046,6821176.54929947
Vahtituvan talousrakennus 2,305165.731460283,6821153.57397603
Asemarakennus,305042.868380273,6821131.28851217
Liiteri,360712.649421001,6838172.05991258
Asuinkasarmi (pohjoisin),360722.140387786,6838220.6500222
Asuinkasarmi,360670.397714829,6838129.57855954
Asemarakennus,360569.633497532,6838030.53871881
Asuinkasarmi,360672.648830322,6838173.17968465
Liiteri,360605.469936842,6838107.90297154
Tavaramakasiini,360523.234131678,6837987.32751432
Liiteri,360722.560925845,6838181.54798131
Kellari,360650.93752229,6838150.08438564
Liiteri,360582.925798537,6838085.11760943
Kaksoisvahtitupa,360637.11748725,6838100.34451004
Vahtituvan kellari,552648.173856911,6755178.10309175
Yksinkertainen vahtitupa Latvasen rannalla,551783.844457807,6755379.81203448
Virkailijain kellari,552783.158328037,6755182.21225534
Pumppuhuone,552131.423286571,6755227.15310776
Vanhemman kaksoisvahtituvan kellari,552754.611215084,6755154.95780291
Virkailijain talousrakennus,552765.48748371,6755186.30142301
Sauna,552750.570751379,6755176.25346824
Vahtituvan talousrakennus,552634.568213823,6755180.84253415
"Kaksoisvahtitupa, vanhempi",552753.242404931,6755141.33057669
navetta,551792.997344976,6755398.80816787
"Talousrakennus, itäinen",552787.693542399,6755122.31444737
Kirjanpitäjän (palanut) talousrakennus,552683.820641803,6755190.32060491
Navetta,552159.920924458,6755216.66524254
Virkailijan asuintalo,552781.863730482,6755168.61502302
Laajennettu kaksoisvahtitupa,552606.268476199,6755220.3544916
Laajennetun vahtituvan talousrakennus,552627.740654746,6755211.86621937
Liiteri,552153.217053046,6755200.79847217
Asemarakennus,552745.070773233,6755093.74026356
kaksoisvahtitupa,297961.131152783,6988769.05633079
kellari,297945.835111614,6988832.56340411
Sauna,297954.130430976,6988743.1016138
liiteri,297943.518029367,6988799.87005875
kaksoisvahtitupa,297957.263851808,6988809.51809492
liiteri,297953.02548784,6988844.28101903
kellari,297962.978221905,6988790.34199816
asemarakennus,297987.63329635,6988653.43986419
Asuinkasarmi,297968.379249919,6988845.76071784
Asemarakennus,446916.511531016,6720346.04305654
liiteri,446930.57069554,6720318.57864684
Vesitorni,614482.465634867,6947735.9684968
Asemarakennus,614679.838163935,6947629.91008468
Liiteri,614412.219287309,6947739.94768685
Asuinkasarmi,614408.508657376,6947770.05155929
Kellari,614664.896694071,6947605.14512552
Kellari,614410.743281181,6947732.05929251
Asuinkasarmi,614587.765066526,6947675.72076005
Liiteri,614652.585648537,6947613.03351986
Kaksoisvahtitupa,614549.850674454,6947696.53652306
liiteri,426087.376905876,6761130.50149832
sauna,426137.536376729,6761110.43558268
kellari,426130.477934011,6761069.00401596
koulu,426090.460851643,6761055.89668392
asuinkasarmi,426096.950331104,6761088.71000486
liiteri,426049.619184845,6761056.25661065
Asemarakennus,427349.568292261,6760954.78726444
kellari,426119.997465911,6761056.52655571
käymälä,426056.562185742,6761068.9340302
liiteri,426141.931411738,6760955.8270528
veturitalli,425961.462863477,6761027.9523719
Kellari,353253.128837091,6938741.39931527
Navetta,353139.82269062,6938795.99820182
Sauna,353234.303574564,6938734.16078865
Liiteri,519697.969704618,7025999.93809281
Kaksoisvahtitupa,519676.695426334,7026000.31801547
Tavaramakasiini,519701.573138575,7025887.90089765
Liiteri,519685.279350246,7026022.02359737
Asemarakennus,519716.910408965,7025848.19897886
Liiteri,519759.170360982,7025828.36301642
Kellari,519680.686414973,7026039.25009096
Kellari,519743.857828125,7025867.93496166
Liiteri,519702.307018717,7025979.23230741
Veturitalli,483518.05799601,6747703.59450629
Varikon konttori,483579.291635752,6747726.3798684
Paja,483457.310861081,6747734.95812232
Veturitalli,483628.601784641,6747714.68224942
Veturitalli,483805.41742388,6747705.41413591
asemarakennus,563603.091346196,6771067.16891849
Kaksoisvahtitupa,369956.216139255,6891050.69661946
Kaksoisvahtitupa,369982.701791134,6890994.9579649
Liiteri,369963.65389081,6890851.04725751
Navetta,369966.408002805,6891034.93982671
Navetta,369961.42751285,6890971.45274932
Kaksoisvahtitupa,369970.967954701,6890873.01278649
Kellari,369955.432784047,6891015.8637096
Kellari,369978.999407045,6891096.33732943
Asemarakennus,369995.590045769,6890948.61739739
Tavaramakasiini,370008.387596116,6890883.37067817
Asemarakennus,367832.69684109,6904257.71836849
Asemaravintola,367811.892575932,6904336.2023933
Asuinkasarmin kellari,367919.37715633,6904135.23329998
Liiteri,367943.042729459,6904223.8352653
Liiteri,368009.009483827,6904054.27977783
Asuinkasarmi,367933.724925405,6904199.65018811
Asuinkasarmi,367899.348000535,6904122.68585397
Asuinkasarmin talousrakennus,367934.450559703,6904087.84294614
Veturitallit,367980.214995545,6903960.70882393
Leponiemen kellari,368553.13625723,6903026.74892875
Asuinkasarmi,367978.34318889,6904072.19613101
Lepohuone,368044.483105988,6903945.30195995
Asuinkasarmi,367954.182865103,6904143.50161698
Asuinkasarmi,367996.533521407,6904023.43605598
Liiteri,368014.740345613,6904036.87332086
Vesitorni,368051.005568826,6903917.25766828
Liiteri,367987.042554622,6904112.44793787
Kaksoisvahtitupa,367925.256443313,6904045.45157479
Vahtituvan kellari,367941.558477486,6904062.9580114
Yksinkertainen vahtitupa,552637.817076476,6755150.12878584
Kellari,552711.938970852,6755150.12878584
kaksoisvahtitupa,332497.316259432,6945661.34078125
navetta,332291.326823074,6945695.54381932
asuinkasarmi,332302.104141569,6945720.67870319
tavaramakasiini,332462.774417676,6945676.74764523
"Asuinkasarmi, Tahintie 12",508429.396790003,6908336.60812232
Asemapäällikön talo,508490.79534663,6908203.0853005
"Asuinkasarmi, Tahintie 8",508463.567568765,6908259.52381261
liiteri,508519.43316387,6908214.55296629
"Asuinkasarmi, Kukkaroniementie 6",508513.009651164,6908143.31746607
Asemarakennus,458249.591685558,6903416.94950456
Tavaramakasiini,458222.660758087,6903407.78137071
Talousrakennus,280047.694087323,6808575.36423414
Asemarakennus,280131.12553991,6808627.24367423
Vesitorni,280318.46287647,6808596.16999918
"Kaksoisvahtitupa, laajennettu versio",280346.704893184,6808631.45281747
Laajennetun kaksoisvahtituvan kellari,280367.575125097,6808589.08144204
Talousrakennus,280027.928798546,6808574.46441729
Kaksoisvahtitupa,280037.353798576,6808594.33037363
Tavaramakasiini,280181.6643196,6808630.84294161
Asuinkasarmi,280070.469109269,6808574.19447224
Laajennetun vahtituvan talousrakennus,280354.307561625,6808595.25018641
Asemapäällikön kellari,280144.137482209,6808589.6913179
Asuinkasarmin kellari,280094.184157464,6808577.3138373
Sauna,363528.349626903,6702384.19913776
Talousrakennus 2,363459.199976637,6702378.93021024
Talousrakennus,363471.890331009,6702381.86961193
Yksinkertainen vahtitupa,363484.415768494,6702386.90858626
Kellari,363466.142977534,6702391.03774578
Asemarakennus,369572.215416236,6879562.08509301
Tavaramakasiini,369575.340591224,6879621.8929193
Yksinkertainen vahtitupa,369414.530135764,6878483.79457592
Kaivo,369572.528758319,6879513.82491623
Asemarakennus,353221.761645389,6938771.69314904
Navetta,353176.607402025,6938762.85494803
Liiteri,353148.662235706,6938785.01043835
Tavaramakasiini,353252.601103056,6938761.23527771
Yksinkertainen vahtitupa,353160.593972402,6938801.89700114
Kaksoisvahtitupa,353141.034829732,6938827.69175069
kaksoisvahtitupa,237701.878093802,6709462.33840305
Veturitalli,328403.947217401,6822332.27405505
Veturitalli,328381.23816221,6822398.81051174
Veturitallien konttorirakennus,328371.714212048,6822376.6050316
Asemarakennus,328256.833109317,6822572.66512414
vesitorni,419345.269513249,7340017.68069217
kaksoisvahtitupa,418941.00050495,7339888.84691591
liiteri,418949.106169893,7339866.90138286
liiteri,419142.652627208,7339934.83755465
kellari,419155.714044573,7339940.90631937
tavaramakasiini,419211.752802408,7339988.68659383
kellari,418963.511659878,7339874.30987488
posti,419229.605055309,7339964.06160618
Asemarakennus,419171.348165358,7339972.48989062
Asemarakennus,370510.419334388,7305629.60028618
Vanha asemarakennus,370510.114238149,7305712.52340742
Liiteri,440961.725597612,6938094.35102007
Asuinkasarmi,440950.197907286,6938112.09740784
Lepohuone,440821.496769515,6938109.67790033
Asemarakennus,441124.292417907,6938141.97132709
Liiteri,440880.446310387,6938072.39548905
Veturitalli,440796.882924291,6938072.98536898
Liiteri,441171.51636819,6938119.31593853
Kellari,440915.317985914,6938081.32367175
Kaksoisvahtitupa,440893.672644637,6938084.42304088
Yksinkertainen vahtitupa,440993.439114774,6938114.81685431
Kaksoisvahtitupa,440921.403419005,6938113.16719009
Kaksoisvahtitupa,502334.959237602,6948322.53910205
tavaramakasiini,502272.101166534,6948428.23758743
kellari,502288.823738766,6948326.98819645
kellari,502298.644539323,6948323.978809
liiteri,502238.177763101,6948367.63992191
liiteri,502259.452041384,6948324.86862789
yksinkertainen vahtitupa,502318.319123813,6948335.77640764
liiteri,502341.374504465,6948302.58316403
Sauna,502294.999876144,6948315.37056119
liiteri,502317.172951456,6948316.57031698
Asemarakennus,502263.467767556,6948357.88190813
liiteri,502308.325160526,6948321.22936865
Entinen öljyvarasto,239125.869436962,6711653.43241222
Entinen paja,239151.274883238,6711688.48527731
Veturitalli kääntöpöytineen,239101.338050182,6711641.00494179
Varasto-peltihalli,239167.296558705,6711640.26509239
Asemarakennus,239014.410359613,6711380.85789397
Asuinkasarmi,238909.605678612,6711303.31367787
Konepaja,239281.361322851,6711690.26491507
Asemapäällikön talo,238965.735140734,6711314.9413111
liiteri,332410.594714971,6945659.96106209
Asemarakennus,332419.994977468,6945687.63542905
liiteri,286307.815389162,6700672.03764327
asuinkasarmi,286421.896644997,6700514.15977885
konttori,286306.355874722,6700617.55873229
Eteläinen kaksoisvahtitupa,622467.741251088,6854054.94699699
Eteläinen kaksoisvahtitupa,622467.741251088,6854054.94699699
Eteläisen vahtituvan kellari,622483.589763825,6854022.36362924
Eteläisen vahtituvan kellari,622483.589763825,6854022.36362924
Eteläisen vahtituvan liiteri,622463.552362186,6854030.6719381
Eteläisen vahtituvan liiteri,622463.552362186,6854030.6719381
Asemapäällikön talousrakennus,622386.964960365,6854092.14942454
Asemapäällikön talousrakennus,622386.964960365,6854092.14942454
Tavaramakasiini,622361.073009275,6854167.16415551
Tavaramakasiini,622361.073009275,6854167.16415551
Pohjoisen kaksoisvahtituvan kellari,506401.29840203,6751754.7099135
Asuinkasarmi,506433.119115169,6751706.3997469
Asemarakennus,506399.080269915,6751648.27157872
"Kaksoisvahtitupa, eteläinen",506353.959009927,6751707.77946606
"Kaksoisvahtitupa, pohjoinen",506371.745296074,6751783.10413394
veturitalli,506351.221389621,6751607.82981052
Asemapäällikön talo,506631.505883086,6751703.30037776
Sauna,598483.251847651,6861465.41861698
Asemarakennus,598521.075535437,6861665.77783445
Ratamestarin talo,598434.007665516,6861456.45044243
Ratamestarin talousrakennus,598404.388592805,6861451.20151083
Asemapäällikön talousrakennus,598476.259371688,6861541.40315055
Asemapäällikön talo,598498.234546737,6861567.66780446
Asemapäällikön kellari,598471.212914979,6861553.99058841
Ratamestarin ulkorakennus,598392.84441079,6861434.34494194
Asemarakennus,351328.581761788,6667044.2224875
Tavaramakasiini,351308.981389897,6667068.85747312
Kellari,351324.178480934,6667061.94887935
liiteri,506440.89494634,6943904.91829595
liiteri,506446.279482665,6943820.63545148
Asemapäällikön talo,506420.494727552,6943918.33556491
Veturitalli,506360.275326658,6943870.27534743
liiteri,506458.68947833,6943692.28157754
kellari,506458.978082881,6943671.90572499
kellari,506447.813209704,6943833.68279573
tavaramakasiini,506423.042693439,6943722.02552325
asuinkasarmi,506447.714259573,6943893.40064034
Asemarakennus,506433.803520245,6943673.83533222
Asuinkasarmi Rakkaudenkuja 2,506431.568896441,6943800.66951549
Sauna,506441.760759991,6943865.46632629
ratamestarin talo,561967.64357191,7113938.35848242
Asemarakennus,561955.423230663,7114062.9631195
resinavaja,561941.495999647,7113926.54088785
Tavaramakasiini,561946.418768692,7114100.20553892
asuinkasarmi,561962.696065332,7113976.23077362
sauna,561922.819162317,7114014.15305465
Vesitorni,561976.672771414,7113895.33723927
liiteri,561950.723099415,7113910.92406661
liiteri,561933.43980977,7113960.99387505
liiteri,561931.831870133,7114038.66806469
Konttori,237751.872647768,6709490.4726764
Asemapäällikön talo,642461.646061644,6943991.54066422
Kellari,382456.924337796,6723115.45934988
Liiteri,382435.237767298,6723154.00150474
Liiteri,382370.277005934,6723015.73964754
Liiteri,382384.270203705,6723031.33647285
Liiteri,382420.304543278,6723066.38933794
Kaksoisvahtitupa,382436.416923032,6723125.19736774
asemarakennus,382399.211673569,6723129.07657813
kaksoisvahtitupa,382400.580483722,6723087.77498495
Kaksoisvahtitupa,382432.722784788,6723092.60400202
Yksinkertainen vahtitupa,382380.097806491,6723074.05777705
Veturitalli,382342.117447664,6723032.49623678
"Sauna, nykyisin asuinrakennus",425491.870276665,6696396.59789663
"Asuinkasarmi, läntinen",425435.468701681,6696406.40590024
Tavaramakasiini,425397.875897535,6696377.79172457
Veturitalli vesitorneineen,425563.600876196,6696274.92266327
Veturitalli,425492.562927586,6696231.65147099
Itäisen asuinkasarmin kellari,425612.168899099,6696342.47891239
"Asuinkasarmi, itäinen",425577.709515786,6696349.64745325
Itäisen asuinkasarmin talousrakennus,425544.462271585,6696367.20387969
Asemapäällikön talon talousrakennus,425363.787577216,6696359.33548128
Navetta,425370.672857203,6696373.22265459
Läntisen asuinkasarmin kellari,425473.135718425,6696407.54566824
Asemarakennus,425502.556890873,6696331.7810899
Asemapäällikön talo,425407.13598068,6696321.39320432
Talousrakennus,425527.434603114,6696377.6117612
asemarakennus,326232.197975949,6802006.27135394
Asemarakennus,262867.972247319,6710334.48088098
liiteri,262936.47872173,6710325.2627573
kellari,262834.568332076,6710306.8964957
asuinkasarmi,262965.479356119,6710311.49555957
liiteri,262816.683095798,6710307.10645296
tavaramakasiini,262806.128415099,6710346.60841245
asemarakennus,380240.301211686,7175571.73318778
asuinkasarmi,378837.031675241,6735553.5476131
veturitalli,378863.203985036,6735474.75365138
laiterakennus,378865.504575595,6735424.63385312
lukutupa,378777.092633054,6735504.04768866
Väestösuoja,286359.879650047,6700529.53664893
liiteri,286399.047410453,6700554.01166711
Yksinkertainen vahtitupa,286446.889799058,6700330.32719744
kellari,286431.890608284,6700457.32134815
kellari,286330.483215132,6700618.79847995
Rautatieasemarakennus,286292.741985789,6700570.3283459
pumppuaseman hoitajan asuintalo,286412.859199649,6700458.08119348
kaksoisvahtitupa,286379.908805842,6700561.09022629
kaksoisvahtitupa,286267.19636016,6700653.53141016
Liiteri,286460.520179679,6700316.19007501
liiteri,286299.981837081,6700684.62508113
Liiteri,247963.014981556,6800377.65285451
Kellari,248032.939741186,6800298.53895791
Liiteri,247938.730970105,6800399.85833465
Kaksoisvahtitupa,248036.724583718,6800278.43305041
Navetta,247886.147221029,6800390.31027813
Navetta,248005.571783968,6800315.5954861
Liiteri,247923.220536984,6800398.25866026
Liiteri,248103.614872647,6800258.41712459
Asemarakennus,248171.148337431,6800180.69294513
Kellari,247955.123708565,6800402.34782792
Navetta,248060.085060608,6800284.07190264
Kaksoisvahtitupa,247952.757151252,6800351.9880785
Asemapäällikön talo,248074.226683576,6800256.52750922
Sauna,247971.318546762,6800338.94073425
Asuinkasarmi,247918.066884299,6800373.35372958
